transaction_id,transaction_date,customer_id,store_id,product_id,quantity,unit_price,discount_pct,total_amount,payment_method,return_flag
TXN01320,3/4/2025,C0004,S003,P004,9,90.12,0,811.08,UNK,N
TXN01073,3/4/2025,C0179,S002,P878,7,292.76,20,1639.46,PayPal,No
TXN00404,2/27/2025,C9437,S003,P008,7,209.16,0,1464.12,Gift Card,No
TXN00102,2/23/2025,C0055,S005,P018,8,190.68,0,1525.44,Debit Card,FALSE
TXN00246,2/23/2025,C0200,S006,P005,2,96.58,20,154.53,Cash,no
TXN00578,2/23/2025,C9424,S003,P020,6,38.17,5,217.57,Credit Card,TRUE
TXN00647,2/18/2025,C0130,S005,P018,9,61.59,0,554.31,Debit Card,yes
TXN00784,2/15/2025,C9298,S003,P012,10,35.38,0,353.8,Credit Card,No
TXN01404,2/15/2025,C0086,S006,P007,5,236.05,10,1062.23,Cash,N
TXN00791,2/12/2025,C0107,S003,P005,4,158.71,25,476.13,Cash,
TXN01249,2/12/2025,C0018,S003,P011,6,257.52,0,1545.12,Gift Card,no
TXN01950,2/7/2025,C0120,S004,P008,3,111.77,20,268.25,Cash,N
TXN00798,2/3/2025,C0188,S006,P009,7,56.94,20,318.86,Debit Card,yes
TXN01048,2/1/2025,C0136,S002,P004,2,116.82,25,175.23,Credit Card,no
TXN01468,1/31/2025,C0194,S006,P004,2,204.32,25,306.48,Debit Card,no
TXN01225,1/31/2025,C0071,S004,P005,8,156.61,20,1002.3,PayPal,Y
TXN00933,1/25/2025,C0172,S001,P001,2,292.52,0,585.04,Credit Card,
TXN01346,1/25/2025,C0001,S005,P006,9,90.88,0,817.92,Debit Card,FALSE
TXN00056,1/18/2025,C0141,S005,P012,6,289.35,10,1562.49,PayPal,
TXN01616,1/18/2025,C0043,S006,P006,10,214.27,25,1607.03,Credit Card,no
TXN00658,1/16/2025,C0016,S001,P017,1,11.35,20,9.08,Cash,No
TXN00683,1/14/2025,C0024,S003,P005,4,99.19,0,396.76,PayPal,TRUE
TXN01848,1/13/2025,C0171,S004,P008,10,60.93,0,609.3,PayPal,no
TXN00131,1/12/2025,C0153,S003,P002,2,160.97,10,289.75,Gift Card,no
TXN00082,1/11/2025,C0177,S005,P003,4,55.73,0,222.92,Credit Card,Yes
TXN00501,1/9/2025,C0151,S001,P020,7,153.65,20,860.44,Gift Card,
TXN01509,1/9/2025,C0189,S002,P700,1,35.04,20,28.03,Credit Card,FALSE
TXN00732,1/8/2025,C0054,S006,P009,8,285.79,20,1829.06,Credit Card,yes
TXN01666,1/5/2025,C0065,S005,P015,2,83.8,25,125.7,Gift Card,yes
TXN01875,12/31/2024,C0015,S002,P012,10,146.25,0,1462.5,Gift Card,N
TXN01511,12/30/2024,C0052,S001,P002,1,180.91,5,171.86,Credit Card,yes
TXN01313,12/28/2024,C0058,S006,P020,6,256.62,0,1539.72,Cash,No
TXN01507,12/28/2024,C0106,S004,P008,3,16.65,5,47.45,PayPal,N
TXN00289,12/27/2024,C0024,S006,P008,4,294.23,15,1000.38,Gift Card,Yes
TXN01801,12/27/2024,C9979,S001,P558,10,98.04,10,882.36,Cash,Y
TXN01119,12/26/2024,C0189,S001,P016,8,121.84,0,974.72,Cash,N
TXN00635,12/26/2024,C0080,S006,P003,1,229,0,229,Gift Card,
TXN01813,12/26/2024,C0085,S002,P009,6,232.45,0,1394.7,UNK,no
TXN00286,12/25/2024,C0063,S003,P015,10,105.25,0,1052.5,PayPal,Yes
TXN00657,12/25/2024,C0065,S002,P007,4,111.85,0,447.4,UNK,yes
TXN01599,12/25/2024,C0059,S003,P009,3,240.67,20,577.61,Cash,no
TXN01628,12/25/2024,C0192,S003,P010,2,237.09,0,474.18,Debit Card,yes
TXN01954,12/25/2024,C0094,S005,P010,6,227.86,5,1298.8,Credit Card,yes
TXN00386,12/24/2024,C0027,S005,P007,10,192.38,0,1923.8,Credit Card,yes
TXN01276,12/24/2024,C0168,S50,P008,9,263.58,15,2016.39,Cash,No
TXN01513,12/24/2024,C0114,S001,P014,7,59.41,0,415.87,Cash,N
TXN01866,12/24/2024,C0163,S002,P007,8,288.46,0,2307.68,PayPal,No
TXN00397,12/23/2024,C0068,S004,P010,6,295.73,0,1774.38,Credit Card,N
TXN01392,12/23/2024,C0165,S002,P010,2,119.02,15,202.33,UNK,Y
TXN01807,12/23/2024,C0188,S002,P006,6,118.02,5,672.71,UNK,Yes
TXN01942,12/23/2024,C0078,S006,P012,8,203.05,5,1543.18,Debit Card,yes
TXN00113,12/22/2024,C0134,S004,P002,4,160.42,20,513.34,Debit Card,FALSE
TXN00181,12/22/2024,C0182,S002,P008,9,42.93,25,289.78,Gift Card,Y
TXN00251,12/22/2024,C0151,S006,P009,6,290.35,0,1742.1,Credit Card,No
TXN01162,12/22/2024,C0020,S56,P015,6,194.04,5,1106.03,Credit Card,
TXN01750,12/21/2024,C0062,S62,P016,9,149.5,0,1345.5,Credit Card,FALSE
TXN01204,12/21/2024,C0090,S004,P005,5,295.23,25,1107.11,UNK,TRUE
TXN01378,12/21/2024,C0161,S004,P011,4,182.07,0,728.28,UNK,FALSE
TXN01821,12/21/2024,C0110,S003,P008,8,105.66,0,845.28,Gift Card,yes
TXN01989,12/20/2024,C0134,S002,P016,3,101.22,10,273.29,Cash,Y
TXN00723,12/20/2024,C0017,S002,P013,7,18.67,25,98.02,Cash,Yes
TXN01865,12/19/2024,C0016,S004,P714,6,187.85,0,1127.1,Debit Card,
TXN00003,12/18/2024,C0027,S005,P004,2,154.34,5,293.25,Gift Card,no
TXN00739,12/18/2024,C0030,S002,P020,10,16.87,25,126.53,Credit Card,FALSE
TXN01495,12/18/2024,C0144,S006,P009,7,134.05,25,703.76,Gift Card,Yes
TXN01877,12/18/2024,C0149,S004,P010,2,40.16,25,60.24,Debit Card,no
TXN00018,12/17/2024,C0132,S006,P011,9,193.45,5,1654,Cash,N
TXN00052,12/17/2024,C0026,S004,P018,10,212.15,0,2121.5,Credit Card,No
TXN00227,12/17/2024,C0082,S004,P009,3,115.27,15,293.94,Credit Card,Yes
TXN01677,12/17/2024,C0096,S003,P003,2,161.02,15,273.73,PayPal,Y
TXN01709,12/17/2024,C0041,S005,P014,3,177.12,0,531.36,Debit Card,yes
TXN00063,12/16/2024,C0081,S001,P013,10,39.22,15,333.37,UNK,yes
TXN00666,12/16/2024,C9219,S002,P011,2,217.07,25,325.61,Credit Card,Yes
TXN01692,12/16/2024,C0085,S004,P008,9,181.27,5,1549.86,Credit Card,No
TXN00714,12/15/2024,C0011,S002,P005,9,102.64,20,739.01,Credit Card,FALSE
TXN00184,12/14/2024,C0039,S005,P001,5,130.8,0,654,Credit Card,yes
TXN01408,12/14/2024,C0063,S002,P011,2,282.11,10,507.8,Debit Card,N
TXN01473,12/14/2024,C0063,S001,P009,7,109.93,20,615.61,PayPal,FALSE
TXN01654,12/14/2024,C0077,S001,P005,9,248.09,15,1897.89,Cash,FALSE
TXN00217,12/13/2024,C0006,S004,P011,10,38.34,25,287.55,Cash,TRUE
TXN01122,12/13/2024,C0103,S002,P012,10,250.54,0,2505.4,UNK,N
TXN01904,12/13/2024,C0135,S005,P006,4,145.75,0,583,Cash,FALSE
TXN00148,12/12/2024,C0192,S005,P016,10,59.03,0,590.3,Credit Card,yes
TXN00562,12/12/2024,C0103,S002,P012,10,107.98,20,863.84,Gift Card,FALSE
TXN00690,12/12/2024,C0179,S003,P014,7,215.11,0,1505.77,UNK,Y
TXN01175,12/12/2024,C0015,S002,P002,10,107.21,5,1018.5,Cash,No
TXN00202,12/11/2024,C0059,S002,P003,7,210.34,0,1472.38,Credit Card,Y
TXN01651,12/11/2024,C9084,S005,P009,1,240.15,5,228.14,Debit Card,no
TXN01661,12/11/2024,C0029,S003,P015,2,298.29,0,596.58,Credit Card,TRUE
TXN01272,12/10/2024,C0065,S002,P002,5,265.2,0,1326,Debit Card,FALSE
TXN01053,12/9/2024,C0197,S004,P003,8,298.1,0,2384.8,Cash,no
TXN00146,12/8/2024,C0187,S003,P003,9,268.08,0,2412.72,Debit Card,FALSE
TXN01385,12/8/2024,C0125,S006,P006,4,39.04,15,132.74,Cash,TRUE
TXN01519,12/8/2024,C0146,S002,P013,2,285.38,15,485.15,UNK,Yes
TXN00125,12/7/2024,C0018,S005,P001,2,208.89,15,355.11,Credit Card,N
TXN01213,12/7/2024,C0026,S004,P018,7,23.22,0,162.54,Cash,no
TXN01300,12/7/2024,C0091,S006,P009,9,228.63,25,1543.25,Credit Card,Yes
TXN01348,12/7/2024,C0018,S002,P001,7,238.69,5,1587.29,Debit Card,N
TXN01566,12/7/2024,C0196,S002,P005,10,42.95,0,429.5,Cash,Y
TXN01880,12/7/2024,C0003,S004,P008,10,85.91,15,730.24,Credit Card,N
TXN01901,12/7/2024,C0008,S005,P007,1,133.11,25,99.83,Debit Card,
TXN01732,12/6/2024,C0132,S006,P015,4,81.95,0,327.8,PayPal,Y
TXN00050,12/5/2024,C0105,S002,P019,5,85.78,20,343.12,Debit Card,Y
TXN00199,12/5/2024,C0137,S002,P765,5,118.17,25,443.14,Cash,No
TXN00464,12/5/2024,C0081,S002,P015,3,289.05,25,650.36,Credit Card,No
TXN00748,12/5/2024,C0144,S005,P019,3,146.11,0,438.33,UNK,FALSE
TXN01972,12/5/2024,C0155,S001,P019,7,193.65,20,1084.44,Credit Card,no
TXN00755,12/4/2024,C0011,S005,P004,6,293.28,10,1583.71,Gift Card,yes
TXN01914,12/4/2024,C0026,S006,P015,4,123.27,5,468.43,Credit Card,no
TXN00761,12/3/2024,C0063,S001,P001,7,175.78,15,1045.89,PayPal,
TXN01959,12/3/2024,C0009,S005,P001,9,168.31,5,1439.05,Credit Card,
TXN00214,12/2/2024,C0121,S002,P013,5,153.46,20,613.84,Credit Card,no
TXN00858,12/2/2024,C0083,S002,P006,4,83.67,15,284.48,UNK,FALSE
TXN01981,12/1/2024,C0041,S003,P016,3,69.82,0,209.46,Gift Card,no
TXN00236,12/1/2024,C0022,S58,P013,4,216.87,20,693.98,Debit Card,FALSE
TXN00814,12/1/2024,C0056,S001,P007,2,250.69,0,501.38,PayPal,N
TXN00829,12/1/2024,C0108,S002,P005,7,41.45,5,275.64,UNK,FALSE
TXN01148,12/1/2024,C0042,S001,P014,9,94.25,10,763.43,Credit Card,FALSE
TXN01540,12/1/2024,C0117,S004,P006,9,255.11,20,1836.79,Credit Card,
TXN00152,11/30/2024,C0122,S005,P001,5,278.89,25,1045.84,UNK,Yes
TXN00585,11/30/2024,C0099,S004,P014,4,194.56,5,739.33,Debit Card,
TXN01250,11/30/2024,C0058,S005,P018,9,92.6,5,791.73,Gift Card,Y
TXN00027,11/29/2024,C0098,S001,P018,5,17.16,15,72.93,PayPal,Yes
TXN01620,11/29/2024,C0105,S004,P004,4,36.15,5,137.37,Gift Card,Yes
TXN00811,11/29/2024,C0105,S83,P019,4,152.87,5,580.91,Gift Card,FALSE
TXN01344,11/29/2024,C0145,S004,P002,3,261.89,0,785.67,Debit Card,TRUE
TXN00266,11/28/2024,C0078,S003,P001,5,271.06,0,1355.3,Gift Card,FALSE
TXN00882,11/28/2024,C0105,S64,P015,1,152.92,20,122.34,Debit Card,TRUE
TXN01381,11/28/2024,C0030,S006,P011,2,168.68,0,337.36,UNK,FALSE
TXN01713,11/28/2024,C0115,S002,P008,7,26.07,15,155.12,Gift Card,Y
TXN01002,11/27/2024,C9979,S006,P003,9,176.46,10,1429.33,Credit Card,Y
TXN01851,11/27/2024,C0024,S002,P020,4,261.84,20,837.89,PayPal,
TXN00141,11/26/2024,C0112,S003,P019,1,187.33,20,149.86,Credit Card,no
TXN01360,11/26/2024,C0110,S005,P013,4,266.24,5,1011.71,PayPal,N
TXN00048,11/25/2024,C0134,S001,P014,4,282.14,25,846.42,Debit Card,
TXN00127,11/25/2024,C0138,S86,P012,2,291.19,10,524.14,Debit Card,FALSE
TXN00006,11/24/2024,C0190,S001,P570,3,105.31,25,236.95,Debit Card,no
TXN01217,11/24/2024,C0195,S004,P016,2,165.29,25,247.94,PayPal,
TXN00611,11/24/2024,C0067,S006,P005,2,196.25,20,314,Credit Card,FALSE
TXN01852,11/23/2024,C0197,S005,P016,2,244.42,25,366.63,Cash,FALSE
TXN00323,11/22/2024,C0098,S004,P013,1,13.11,0,13.11,PayPal,TRUE
TXN00431,11/21/2024,C0134,S004,P005,8,195.29,0,1562.32,UNK,N
TXN00478,11/21/2024,C0184,S002,P018,8,49.56,0,396.48,Credit Card,TRUE
TXN01503,11/21/2024,C0183,S004,P006,3,252.96,0,758.88,Credit Card,TRUE
TXN01605,11/21/2024,C0051,S004,P003,8,217.08,0,1736.64,Debit Card,TRUE
TXN00258,11/20/2024,C0093,S002,P010,2,203.45,0,406.9,PayPal,No
TXN00922,11/20/2024,C0029,S001,P006,1,45.08,0,45.08,UNK,TRUE
TXN01270,11/20/2024,C0051,S001,P979,10,85.1,0,851,Gift Card,No
TXN01970,11/20/2024,C0029,S004,P003,9,33.74,0,303.66,Gift Card,Y
TXN00287,11/19/2024,C0143,S006,P013,9,33.53,0,301.77,PayPal,No
TXN00346,11/19/2024,C0003,S001,P002,2,71.21,0,142.42,Credit Card,TRUE
TXN00637,11/19/2024,C0084,S57,P017,2,233.78,25,350.67,Debit Card,FALSE
TXN00034,11/18/2024,C0014,S005,P018,2,94.29,0,188.58,PayPal,no
TXN00035,11/18/2024,C0026,S001,P011,8,140.69,10,1012.97,Cash,no
TXN00228,11/18/2024,C0142,S006,P012,2,165.12,5,313.73,Debit Card,yes
TXN01309,11/18/2024,C0041,S006,P005,5,273.49,15,1162.33,Cash,Yes
TXN01342,11/17/2024,C0102,S001,P015,1,233.88,5,222.19,PayPal,No
TXN01926,11/17/2024,C0140,S003,P006,4,154.14,25,462.42,PayPal,TRUE
TXN00778,11/16/2024,C0088,S003,P009,10,171.98,15,1461.83,Cash,FALSE
TXN01079,11/16/2024,C0165,S005,P009,2,82.26,0,164.52,PayPal,N
TXN01219,11/16/2024,C0050,S002,P013,3,57.06,0,171.18,Debit Card,
TXN01847,11/16/2024,C0018,S005,P002,8,24.79,0,198.32,Credit Card,N
TXN00566,11/15/2024,C0119,S001,P011,3,125.97,15,321.22,Debit Card,
TXN00623,11/15/2024,C0029,S001,P010,7,191.34,10,1205.44,Credit Card,no
TXN00988,11/15/2024,C0069,S001,P013,6,96.74,0,580.44,Gift Card,yes
TXN01584,11/15/2024,C9709,S003,P807,5,137.37,15,583.82,Debit Card,FALSE
TXN00218,11/14/2024,C0158,S004,P003,9,72.08,10,583.85,Gift Card,No
TXN00406,11/14/2024,C0160,S003,P009,8,201.9,10,1453.68,Debit Card,Yes
TXN00649,11/14/2024,C0007,S006,P008,4,137.7,5,523.26,Credit Card,TRUE
TXN00861,11/14/2024,C0177,S005,P017,6,298.03,0,1788.18,Cash,Yes
TXN01255,11/14/2024,C0162,S003,P005,1,268.2,20,214.56,Gift Card,Yes
TXN01557,11/14/2024,C0167,S004,P013,10,13.66,10,122.94,Cash,Yes
TXN01518,11/13/2024,C0023,S004,P006,8,278.05,0,2224.4,Debit Card,
TXN00816,11/12/2024,C0170,S004,P014,1,83.11,20,66.49,Credit Card,TRUE
TXN01785,11/12/2024,C0032,S004,P008,7,258.26,15,1536.65,Debit Card,N
TXN01992,11/12/2024,C0161,S002,P007,7,171.08,5,1137.68,Cash,
TXN01528,11/10/2024,C0095,S006,P016,5,24.41,20,97.64,Gift Card,no
TXN01643,11/10/2024,C0137,S002,P006,9,271.31,0,2441.79,Cash,Y
TXN01470,11/9/2024,C0185,S002,P003,2,123.33,25,185,Debit Card,Y
TXN01067,11/8/2024,C0079,S002,P014,10,127.02,25,952.65,UNK,TRUE
TXN01453,11/7/2024,C0184,S002,P013,10,176.96,15,1504.16,Cash,TRUE
TXN00203,11/6/2024,C0016,S003,P010,1,228.82,0,228.82,Gift Card,N
TXN00434,11/6/2024,C0112,S006,P004,2,243.72,0,487.44,Debit Card,No
TXN00244,11/6/2024,C0161,S005,P011,1,200.29,25,150.22,Cash,Y
TXN01055,11/6/2024,C0061,S002,P015,4,212.8,5,808.64,Cash,Yes
TXN00014,11/5/2024,C0088,S006,P010,9,161.38,0,1452.42,Debit Card,No
TXN00321,11/5/2024,C0146,S006,P008,3,89.4,10,241.38,Gift Card,TRUE
TXN00481,11/4/2024,C0131,S005,P016,5,93.94,0,469.7,Credit Card,
TXN01185,11/4/2024,C0023,S001,P016,5,189.72,0,948.6,Credit Card,
TXN01298,11/4/2024,C0042,S003,P020,1,179.81,0,179.81,Gift Card,Yes
TXN00090,11/3/2024,C0161,S005,P014,2,232.22,15,394.77,Debit Card,No
TXN00527,11/3/2024,C0077,S003,P016,7,183.37,25,962.69,Credit Card,
TXN00591,11/3/2024,C0063,S002,P011,2,142.89,25,214.34,Cash,yes
TXN00689,11/3/2024,C0021,S001,P020,1,223.05,0,223.05,PayPal,
TXN01537,11/3/2024,C0008,S002,P006,8,246.96,0,1975.68,Debit Card,N
TXN01993,11/3/2024,C0124,S006,P003,5,239.2,10,1076.4,Debit Card,Yes
TXN00630,11/2/2024,C0087,S002,P016,9,142.33,0,1280.97,UNK,yes
TXN00484,11/2/2024,C0168,S003,P005,5,237.64,10,1069.38,PayPal,
TXN01382,11/2/2024,C0026,S002,P001,8,12.04,20,77.06,Credit Card,No
TXN00013,11/1/2024,C0088,S001,P015,6,172.44,25,775.98,PayPal,No
TXN00391,11/1/2024,C0050,S001,P018,10,109.44,25,820.8,Cash,Yes
TXN01013,11/1/2024,C0151,S006,P011,1,137.04,0,137.04,PayPal,Y
TXN01682,10/31/2024,C0017,S002,P016,3,22.12,20,53.09,Debit Card,FALSE
TXN01444,10/31/2024,C0029,S001,P013,9,198,20,1425.6,UNK,TRUE
TXN00366,10/30/2024,C0144,S001,P004,9,96.59,0,869.31,Credit Card,Y
TXN01063,10/30/2024,C0039,S92,P013,3,126.37,0,379.11,Debit Card,Y
TXN01702,10/30/2024,C0074,S002,P008,1,238.46,5,226.54,Credit Card,yes
TXN00028,10/29/2024,C0132,S001,P018,9,12.13,0,109.17,Gift Card,
TXN01182,10/29/2024,C0077,S001,P005,5,284.93,15,1210.95,Debit Card,Yes
TXN00019,10/27/2024,C0046,S006,P004,6,173.06,20,830.69,UNK,yes
TXN00982,10/26/2024,C0116,S002,P004,3,292.98,25,659.21,Gift Card,N
TXN01532,10/26/2024,C0063,S006,P020,6,261.29,0,1567.74,Credit Card,no
TXN01946,10/26/2024,C0164,S001,P015,4,297.24,25,891.72,Credit Card,FALSE
TXN00216,10/25/2024,C0022,S001,P004,6,59.24,15,302.12,UNK,
TXN01135,10/25/2024,C0113,S003,P016,7,98.04,10,617.65,Gift Card,
TXN00815,10/25/2024,C0095,S004,P017,5,138.59,5,658.3,Debit Card,no
TXN00887,10/25/2024,C0156,S006,P018,2,197.71,10,355.88,UNK,TRUE
TXN01062,10/25/2024,C0015,S006,P009,2,250.03,0,500.06,UNK,yes
TXN01278,10/25/2024,C0189,S002,P017,5,89.98,25,337.43,PayPal,no
TXN01736,10/25/2024,C0173,S003,P003,2,182.18,0,364.36,Debit Card,N
TXN00115,10/23/2024,C0185,S002,P018,3,123.99,15,316.17,Gift Card,TRUE
TXN00277,10/23/2024,C0043,S005,P010,9,197.1,0,1773.9,Credit Card,FALSE
TXN00462,10/23/2024,C0029,S001,P019,5,79.24,0,396.2,Debit Card,
TXN00568,10/23/2024,C0128,S002,P003,6,121.38,0,728.28,Debit Card,TRUE
TXN00636,10/23/2024,C0152,S003,P009,3,268.87,0,806.61,Cash,Y
TXN00364,10/22/2024,C0077,S001,P018,3,127.55,0,382.65,UNK,TRUE
TXN00245,10/21/2024,C0015,S005,P013,2,125.67,0,251.34,Debit Card,No
TXN00789,10/21/2024,C0172,S005,P007,8,200.29,15,1361.97,Debit Card,Yes
TXN01195,10/21/2024,C0036,S005,P017,3,276.99,5,789.42,Credit Card,Yes
TXN01603,10/20/2024,C0095,S006,P012,9,119.05,25,803.59,Cash,Yes
TXN00557,10/19/2024,C0049,S006,P002,7,214.72,0,1503.04,Debit Card,Y
TXN00863,10/19/2024,C0154,S006,P015,2,267.85,10,482.13,Debit Card,Y
TXN01283,10/19/2024,C0021,S005,P017,7,105.44,15,627.37,Credit Card,
TXN01823,10/19/2024,C0126,S002,P006,3,65.32,15,166.57,Gift Card,
TXN00231,10/18/2024,C0103,S003,P003,2,55.77,0,111.54,Cash,TRUE
TXN01229,10/18/2024,C0124,S001,P016,6,99,5,564.3,PayPal,yes
TXN00169,10/17/2024,C0116,S002,P002,10,62.2,25,466.5,Credit Card,no
TXN00951,10/17/2024,C9619,S006,P020,7,121.28,5,806.51,Debit Card,Yes
TXN01289,10/17/2024,C0005,S003,P020,7,140.4,20,786.24,Cash,FALSE
TXN01419,10/16/2024,C0159,S004,P009,8,237,15,1611.6,Cash,N
TXN01694,10/16/2024,C0195,S002,P009,10,239.46,25,1795.95,PayPal,yes
TXN00290,10/15/2024,C0072,S004,P007,10,204.93,0,2049.3,Credit Card,Y
TXN00417,10/15/2024,C0062,S005,P019,8,23.25,15,158.1,Cash,yes
TXN00077,10/14/2024,C0116,S005,P011,1,54.12,0,54.12,Credit Card,N
TXN01285,10/14/2024,C0036,S001,P002,5,197.89,20,791.56,UNK,
TXN00073,10/13/2024,C0112,S006,P012,8,166.5,0,1332,Credit Card,N
TXN00272,10/13/2024,C0113,S004,P014,3,51.86,0,155.58,UNK,FALSE
TXN00677,10/13/2024,C0040,S003,P010,3,289.28,20,694.27,Cash,Yes
TXN00579,10/12/2024,C0139,S005,P674,6,110.45,25,497.03,PayPal,Y
TXN00746,10/12/2024,C0154,S004,P014,10,18.97,0,189.7,Cash,Yes
TXN01074,10/12/2024,C0092,S006,P011,4,24.37,15,82.86,Cash,no
TXN01867,10/12/2024,C0073,S003,P003,2,47.72,0,95.44,PayPal,FALSE
TXN00893,10/11/2024,C0175,S005,P013,4,261.22,5,992.64,Debit Card,no
TXN01526,10/11/2024,C0099,S001,P987,8,195.29,0,1562.32,Cash,
TXN00168,10/9/2024,C0200,S004,P001,3,278.58,10,752.17,PayPal,N
TXN00850,10/8/2024,C0127,S004,P008,1,265.89,0,265.89,UNK,TRUE
TXN01117,10/8/2024,C0193,S004,P015,2,81.87,10,147.37,Debit Card,Y
TXN01739,10/8/2024,C0072,S001,P014,2,226.04,0,452.08,UNK,no
TXN01915,10/8/2024,C0150,S001,P020,10,34.66,15,294.61,Credit Card,Yes
TXN01126,10/7/2024,C0103,S005,P004,7,94.96,0,664.72,Cash,FALSE
TXN00518,10/7/2024,C0112,S004,P006,10,275.74,0,2757.4,Cash,TRUE
TXN00524,10/7/2024,C0173,S006,P002,7,39.13,15,232.82,Credit Card,Yes
TXN01768,10/7/2024,C0077,S004,P585,7,230.13,25,1208.18,UNK,Yes
TXN00306,10/6/2024,C0033,S005,P007,2,237.55,0,475.1,UNK,no
TXN01757,10/6/2024,C0130,S001,P014,7,135.09,0,945.63,Cash,TRUE
TXN00440,10/5/2024,C0040,S95,P003,10,120.9,0,1209,Cash,N
TXN01190,10/4/2024,C0061,S004,P015,10,205.24,25,1539.3,Debit Card,Yes
TXN01388,10/4/2024,C0199,S001,P019,8,264.72,25,1588.32,Cash,Y
TXN01744,10/4/2024,C9605,S004,P018,3,120.26,0,360.78,Cash,TRUE
TXN01767,10/4/2024,C0135,S005,P008,10,40.9,5,388.55,Credit Card,No
TXN01787,10/4/2024,C0058,S002,P009,2,210.18,20,336.29,Gift Card,no
TXN00296,10/3/2024,C0027,S005,P013,7,37.79,20,211.62,Credit Card,TRUE
TXN01997,10/3/2024,C0136,S001,P016,9,127.01,0,1143.09,Cash,TRUE
TXN01246,10/3/2024,C0006,S001,P018,7,97.39,0,681.73,Cash,
TXN01897,10/3/2024,C0014,S006,P003,8,34.67,5,263.49,Debit Card,No
TXN00106,10/2/2024,C0100,S001,P009,4,54,20,172.8,Debit Card,FALSE
TXN00443,10/2/2024,C0176,S003,P015,3,62.14,0,186.42,Credit Card,No
TXN00694,10/2/2024,C0122,S006,P020,3,146.07,0,438.21,Debit Card,N
TXN01422,10/2/2024,C0058,S002,P010,7,169.07,20,946.79,Debit Card,No
TXN01749,10/2/2024,C0054,S002,P516,3,111.35,15,283.94,Gift Card,Y
TXN00822,10/1/2024,C0063,S003,P008,9,106.69,5,912.2,Debit Card,No
TXN00435,9/30/2024,C0026,S005,P002,5,256.99,5,1220.7,Debit Card,No
TXN01105,9/29/2024,C0171,S002,P013,2,107.22,10,193,UNK,no
